587,0.11,1.86,58.1,16.9
588,0.111,1.86,58.1,16.8
589,0.11,1.86,58.1,16.9
590,0.111,1.87,58.1,16.8
591,0.112,1.87,58,16.7
592,0.111,1.87,58,16.8
593,0.111,1.87,58,16.8
594,0.111,1.87,57.9,16.8
595,0.111,1.86,57.9,16.8
596,0.111,1.87,57.9,16.8
597,0.111,1.87,57.8,16.8
598,0.111,1.87,57.8,16.8
599,0.111,1.86,57.8,16.8
600,0.111,1.86,57.8,16.8
601,0.111,1.86,57.7,16.8
602,0.111,1.87,57.7,16.8
603,0.112,1.87,57.7,16.7
604,0.111,1.86,57.6,16.8
605,0.112,1.87,57.6,16.7
606,0.111,1.86,57.6,16.8
607,0.111,1.87,57.5,16.8
608,0.111,1.87,57.5,16.8
609,0.11,1.87,57.5,17.0
610,0.112,1.87,57.5,16.7
611,0.111,1.87,57.5,16.8
612,0.111,1.87,57.4,16.8
613,0.111,1.87,57.4,16.8
614,0.111,1.86,57.3,16.8
615,0.113,1.87,57.3,16.5
616,0.113,1.87,57.3,16.5
617,0.113,1.87,57.3,16.5
618,0.11,1.86,57.2,16.9
619,0.111,1.87,57.2,16.8
620,0.112,1.87,57.2,16.7
621,0.111,1.86,57.1,16.8
622,0.11,1.86,57.1,16.9
623,0.11,1.86,57.1,16.9
624,0.111,1.86,57.1,16.8
625,0.111,1.86,57.1,16.8
626,0.111,1.86,57,16.8
627,0.111,1.87,57,16.8
628,0.111,1.86,57,16.8
629,0.111,1.87,57,16.8
630,0.113,1.87,56.9,16.5
631,0.111,1.86,56.9,16.8
632,0.111,1.87,56.9,16.8
633,0.111,1.87,56.8,16.8
634,0.112,1.87,56.8,16.7
635,0.112,1.86,56.8,16.6
636,0.112,1.87,56.7,16.7
637,0.111,1.86,56.7,16.8
638,0.112,1.87,56.6,16.7
639,0.112,1.87,56.6,16.7
640,0.112,1.87,56.6,16.7
641,0.112,1.86,56.6,16.6
642,0.111,1.87,56.6,16.8
643,0.112,1.87,56.5,16.7
644,0.111,1.87,56.5,16.8
645,0.111,1.87,56.5,16.8
646,0.112,1.87,56.4,16.7
647,0.112,1.87,56.4,16.7
648,0.112,1.87,56.4,16.7
649,0.112,1.87,56.4,16.7
650,0.112,1.86,56.4,16.6
651,0.112,1.87,56.4,16.7
652,0.111,1.86,56.3,16.8
653,0.112,1.87,56.3,16.7
654,0.111,1.86,56.3,16.8
655,0.111,1.86,56.2,16.8
656,0.112,1.87,56.2,16.7
657,0.111,1.86,56.2,16.8
658,0.111,1.87,56.1,16.8
659,0.111,1.87,56.1,16.8
660,0.111,1.87,56.1,16.8
661,0.111,1.86,56.1,16.8
662,0.111,1.87,56,16.8
663,0.111,1.86,56,16.8
664,0.111,1.86,56,16.8
665,0.111,1.87,55.9,16.8
666,0.111,1.87,55.9,16.8
667,0.111,1.87,55.9,16.8
668,0.112,1.86,55.9,16.6
669,0.111,1.87,55.8,16.8
670,0.111,1.87,55.8,16.8
671,0.111,1.87,55.8,16.8
672,0.111,1.86,55.8,16.8
673,0.111,1.86,55.8,16.8
674,0.111,1.86,55.7,16.8
675,0.111,1.87,55.7,16.8
676,0.111,1.86,55.7,16.8
677,0.111,1.86,55.6,16.8
678,0.111,1.86,55.6,16.8
679,0.111,1.86,55.6,16.8
680,0.111,1.86,55.6,16.8
